7.800349254673541455e-02,6.466782519904198390e-01
7.349444956904280235e-02,6.466783179646387048e-01
6.901108953170764782e-02,6.466784921248707185e-01
6.455396806103028129e-02,6.466787755266288906e-01
6.012363589654190488e-02,6.466791692151767634e-01
5.572063875841176683e-02,6.466796742253094754e-01
5.134551721670035235e-02,6.466802915811367125e-01
4.699880656248304339e-02,6.466810222958681020e-01
4.268103668086965785e-02,6.466818673716003829e-01
3.839273192594606227e-02,6.466828277991079066e-01
3.413441099766359454e-02,6.466839045576362466e-01
2.990658682070036073e-02,6.466850986146971403e-01
2.570976642531731804e-02,6.466864109258656512e-01
2.154445083023136948e-02,6.466878424345813281e-01
1.741113492752772302e-02,6.466893940719514733e-01
1.331030736963372332e-02,6.466910667565569648e-01
9.242450458375581560e-03,6.466928613942606319e-01
5.208040036138027185e-03,6.466947788780188500e-01
1.207545379144177181e-03,6.466968200876960227e-01
-2.758570907130479359e-03,6.466989858898817278e-01
-6.689852990399244859e-03,6.467012771377109726e-01
-1.058585191185149911e-02,6.467036946706870015e-01
-1.444612568427752763e-02,6.467062393145091015e-01
-1.827023938802254874e-02,6.467089118809014048e-01
-2.205776526476269095e-02,6.467117131674454678e-01
-2.580828280909806122e-02,6.467146439574171790e-01
-2.952137885796145625e-02,6.467177050196259991e-01
-3.319664767784581694e-02,6.467208971082580860e-01
-3.683369104985804304e-02,6.467242209627227512e-01
-4.043211835260952791e-02,6.467276773075019136e-01
-4.399154664295474443e-02,6.467312668520037722e-01
-4.751160073458762789e-02,6.467349902904186987e-01
-5.099191327450289246e-02,6.467388483015791278e-01
-5.443212481732566388e-02,6.467428415488225557e-01
-5.783188389750939379e-02,6.467469706798585349e-01
-6.119084709939980743e-02,6.467512363266381126e-01
-6.450867912516244917e-02,6.467556391052274867e-01
-6.778505286057194545e-02,6.467601796156838834e-01
-7.101964943866281854e-02,6.467648584419355418e-01
-7.421215830124404389e-02,6.467696761516659176e-01
-7.736227725828161150e-02,6.467746332961997746e-01
-8.046971254515403182e-02,6.467797304103940492e-01
-8.353417887778508133e-02,6.467849680125308254e-01
-8.655539950565498131e-02,6.467903466042153049e-01
-8.953310626268747019e-02,6.467958666702757764e-01
-9.246703961600764854e-02,6.468015286786671370e-01
-9.535694871256338023e-02,6.468073330803786325e-01
-9.820259142360311666e-02,6.468132803093444849e-01
-1.010037343870013593e-01,6.468193707823585159e-01
-1.037601530474223793e-01,6.468256048989909912e-01
-1.064716316943124380e-01,6.468319830415103500e-01
-1.091379634977106550e-01,6.468385055748065993e-01
-1.117589505418696422e-01,6.468451728463198158e-01
-1.143344038566788123e-01,6.468519851859715342e-01
-1.168641434468845747e-01,6.468589429060994656e-01
-1.193479983191027133e-01,6.468660463013962136e-01
-1.217858065066189238e-01,6.468732956488517649e-01
-1.241774150919721237e-01,6.468806912076998650e-01
-1.265226802273141105e-01,6.468882332193676143e-01
-1.288214671525371724e-01,6.468959219074287281e-01
-1.310736502111606028e-01,6.469037574775613475e-01
-1.332791128639672362e-01,6.469117401175096260e-01
-1.354377477003824715e-01,6.469198699970489796e-01
-1.375494564475885639e-01,6.469281472679550005e-01
-1.396141499773688732e-01,6.469365720639767003e-01
-1.416317483106769304e-01,6.469451445008135293e-01
-1.436021806199269668e-01,6.469538646760965017e-01
-1.455253852290027961e-01,6.469627326693735414e-01
-1.474013096109801357e-01,6.469717485420984904e-01
-1.492299103835583451e-01,6.469809123376246696e-01
-1.510111533021977204e-01,6.469902240812025473e-01
-1.527450132509610425e-01,6.469996837799811829e-01
-1.544314742310621547e-01,6.470092914230141101e-01
-1.560705293471283117e-01,6.470190469812701073e-01
-1.576621807911870454e-01,6.470289504076471854e-01
-1.592064398243937529e-01,6.470390016369910180e-01
-1.607033267565209644e-01,6.470492005861181450e-01
-1.621528709232365195e-01,6.470595471538436172e-01
-1.635551106612031236e-01,6.470700412210120822e-01
-1.649100932810338982e-01,6.470806826505337561e-01
-1.662178750381383407e-01,6.470914712874249464e-01
-1.674785211014904740e-01,6.471024069588517946e-01
-1.686921055203479125e-01,6.471134894741781274e-01
-1.698587111889479362e-01,6.471247186250177474e-01
-1.709784298092048294e-01,6.471360941852914994e-01
-1.720513618514336596e-01,6.471476159112876658e-01
-1.730776165131257538e-01,6.471592835417261380e-01
-1.740573116758030447e-01,6.471710967978265838e-01
-1.749905738599792371e-01,6.471830553833818334e-01
-1.758775381782559100e-01,6.471951589848338182e-01
-1.767183482865822830e-01,6.472074072713538406e-01
-1.775131563337082330e-01,6.472197998949271724e-01
-1.782621229088602877e-01,6.472323364904399856e-01
-1.789654169876720990e-01,6.472450166757710566e-01
-1.796232158764026476e-01,6.472578400518869124e-01
-1.802357051544770106e-01,6.472708062029406406e-01
-1.808030786153863034e-01,6.472839146963738077e-01
-1.813255382059825449e-01,6.472971650830218193e-01
-1.818032939642037216e-01,6.473105568972224999e-01
-1.822365639552645800e-01,6.473240896569282254e-01
-1.826255742063498388e-01,6.473377628638202763e-01
-1.829705586398467920e-01,6.473515760034278532e-01
-1.832717590051556045e-01,6.473655285452484254e-01
-1.835294248091130509e-01,6.473796199428729636e-01
-1.837438132450608386e-01,6.473938496341121729e-01
-1.839151891205833833e-01,6.474082170411280535e-01
-1.840438247839327468e-01,6.474227215705670169e-01
-1.841300000491529476e-01,6.474373626136957771e-01
-1.841740021199133326e-01,6.474521395465402396e-01
-1.841761255120575314e-01,6.474670517300272765e-01
-1.841366719748739889e-01,6.474820985101285009e-01
-1.840559504110927669e-01,6.474972792180065939e-01
-1.839342767956092806e-01,6.475125931701644078e-01
