
Steps found by force derivative:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240807-111819 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_3-2f,forward,Force,1,10.23362543243226,8.399239717840409,9.316432575136336,1213.1786640329883,1230.6020414021887,17.423377369200352
20240807-111819 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_3-2f,forward,Force,2,18.228090738950883,18.176075651145915,18.2020831950484,1335.494033942024,1341.7076438261936,6.2136098841695

Steps found by distance derivative:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240807-111819 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_3-2f,forward,Distance,1,10.196869135047216,8.399239717840409,9.298054426443812,1212.8834159432172,1230.6020414021887,17.718625458971474
20240807-111819 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_3-2f,forward,Distance,2,18.256802270854017,18.213575171422832,18.235188721138424,1335.6965065259299,1341.9112807763152,6.21477425038529

Common steps:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240807-111819 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_3-2f,forward,,0,,,,,,
20240807-111819 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_3-2f,forward,Distance,1,10.196869135047216,8.399239717840409,9.298054426443812,1212.8834159432172,1230.6020414021887,17.718625458971474
20240807-111819 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_3-2f,forward,Distance,2,18.256802270854017,18.213575171422832,18.235188721138424,1335.6965065259299,1341.9112807763152,6.21477425038529
