
Steps found by force derivative:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240807-110329 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_2-1f,forward,Force,1,11.136406160020776,7.762637134326793,9.449521647173786,1006.2456159108167,1032.0489946411453,25.80337873032863
20240807-110329 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_2-1f,forward,Force,2,17.161485701922253,17.1520287851868,17.156757243554527,1088.1041030031797,1093.0962758304777,4.9921728272979635
20240807-110329 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_2-1f,forward,Force,3,18.01048894544915,17.936758877916223,17.973623911682687,1092.496071171463,1097.6946369522318,5.198565780768831

Steps found by distance derivative:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240807-110329 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_2-1f,forward,Distance,1,11.152380994027862,7.762637134326793,9.457509064177327,1006.3378224596358,1032.0489946411453,25.711172181509482
20240807-110329 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_2-1f,forward,Distance,2,17.161485701922253,17.175372033703333,17.168428867812793,1088.1041030031797,1093.1862244238466,5.082121420666908
20240807-110329 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_2-1f,forward,Distance,3,18.01048894544915,17.95554432616614,17.983016635807644,1092.496071171463,1097.8035893883657,5.307518216902736
20240807-110329 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_2-1f,forward,Distance,4,34.30270521979256,34.691205106439824,34.49695516311619,1164.2935437403617,1168.4352530178176,4.141709277455902

Common steps:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240807-110329 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_2-1f,forward,,0,,,,,,
20240807-110329 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_2-1f,forward,Distance,1,11.152380994027862,7.762637134326793,9.457509064177327,1006.3378224596358,1032.0489946411453,25.711172181509482
20240807-110329 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_2-1f,forward,Distance,2,17.161485701922253,17.175372033703333,17.168428867812793,1088.1041030031797,1093.1862244238466,5.082121420666908
20240807-110329 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_2-1f,forward,Distance,3,18.01048894544915,17.95554432616614,17.983016635807644,1092.496071171463,1097.8035893883657,5.307518216902736
