
Steps found by force derivative:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240807-084335 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_1-1f,forward,Force,1,12.796662803222604,12.624338013160013,12.710500408191308,968.7366487116453,976.846023341398,8.109374629752665
20240807-084335 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_1-1f,forward,Force,2,13.343569130248184,9.520488179353315,11.43202865480075,976.586413288207,1004.5679007278579,27.98148743965089
20240807-084335 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_1-1f,forward,Force,3,18.66140956649838,18.247555940975083,18.454482753736734,1058.1552423948235,1067.5495399883653,9.39429759354175

Steps found by distance derivative:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240807-084335 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_1-1f,forward,Distance,1,12.87706450184334,12.671669189854313,12.774366845848826,969.1404238682417,977.0807115000273,7.940287631785623
20240807-084335 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_1-1f,forward,Distance,2,13.343569130248184,9.505833514670933,11.424701322459558,976.586413288207,1004.4861209878468,27.899707699639748
20240807-084335 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_1-1f,forward,Distance,3,18.6152078348501,18.334651819968094,18.4749298274091,1057.9492655321046,1067.9350343185724,9.985768786467816

Common steps:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240807-084335 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_1-1f,forward,,0,,,,,,
20240807-084335 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_1-1f,forward,Distance,1,12.87706450184334,12.671669189854313,12.774366845848826,969.1404238682417,977.0807115000273,7.940287631785623
20240807-084335 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_1-1f,forward,Distance,2,13.343569130248184,9.505833514670933,11.424701322459558,976.586413288207,1004.4861209878468,27.899707699639748
20240807-084335 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_1-1f,forward,Distance,3,18.6152078348501,18.334651819968094,18.4749298274091,1057.9492655321046,1067.9350343185724,9.985768786467816
