
Steps found by force derivative:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240823-100836 FD Curve 2024-08-23_HIV-1_extFSE+AGG_5-3mutBS_1014_1-1f,forward,Force,1,19.074804975435836,14.758005811266468,16.916405393351152,1237.7504692055777,1268.039958395152,30.289489189574397
20240823-100836 FD Curve 2024-08-23_HIV-1_extFSE+AGG_5-3mutBS_1014_1-1f,forward,Force,2,17.523797749891152,17.064144345733396,17.293971047812274,1281.0248522634542,1290.232267666645,9.20741540319068

Steps found by distance derivative:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240823-100836 FD Curve 2024-08-23_HIV-1_extFSE+AGG_5-3mutBS_1014_1-1f,forward,Distance,1,19.04479470585286,14.786550403150853,16.915672554501857,1237.6624129962925,1268.1194564921343,30.457043495841845
20240823-100836 FD Curve 2024-08-23_HIV-1_extFSE+AGG_5-3mutBS_1014_1-1f,forward,Distance,2,17.542857529049538,17.133988951482117,17.338423240265826,1281.1042388477867,1290.5616446521408,9.457405804354039

Common steps:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240823-100836 FD Curve 2024-08-23_HIV-1_extFSE+AGG_5-3mutBS_1014_1-1f,forward,,0,,,,,,
20240823-100836 FD Curve 2024-08-23_HIV-1_extFSE+AGG_5-3mutBS_1014_1-1f,forward,Distance,1,19.04479470585286,14.786550403150853,16.915672554501857,1237.6624129962925,1268.1194564921343,30.457043495841845
20240823-100836 FD Curve 2024-08-23_HIV-1_extFSE+AGG_5-3mutBS_1014_1-1f,forward,Distance,2,17.542857529049538,17.133988951482117,17.338423240265826,1281.1042388477867,1290.5616446521408,9.457405804354039
