Density_Force_refolding_X,Density_Force_refolding_Y,Density_Force_unfolding_X,Density_Force_unfolding_Y,Density_dLc_refolding_X,Density_dLc_refolding_Y,Density_dLc_unfolding_X,Density_dLc_unfolding_Y,Scatter_dLc_unfolding (nm),Scatter_Force_unfolding (pN),Scatter_dLc_refolding (nm),Scatter_Force_refolding (pN),Distance_unfolding (nm),Median_Force_unfolding (pN),Q1_Force_unfolding (pN),Q3_Force_unfolding (pN),Distance_refolding (nm),Median_Force_refolding (pN),Q1_Force_refolding (pN),Q3_Force_refolding (pN)
12.914799720194083,0.02865573237658565,16.066408835491217,0.07655686662665924,6.069910770905812,0.1060597918414363,1.7970517779162856,0.005163849172005087,,,,,814.2371435701305,0.04854879594451223,-0.016227272982179977,0.11332486487120444,813.2461261535187,0.16130646111324415,0.09279881596341288,0.2298141062630754
12.922122794931987,0.02886912775760659,16.07078932542904,0.07740647299566018,6.072564626494316,0.10686249210904979,1.8510997785448535,0.005205832569006448,30.457043495841845,16.915672554501857,6.252312306931117,15.320641537022732,815.3315593269663,0.05540396093991163,-0.01104961298926295,0.12185753486908621,814.3433337630827,0.17175103918560147,0.1039602319405927,0.23954184643061027
12.92944586966989,0.029083540290293336,16.075169815366856,0.07825886524398555,6.075218482082821,0.10766900797781352,1.9051477791734213,0.005248027881159046,9.45740580435404,17.338423240265826,7.47716873239483,16.79800092832792,816.4259750838022,0.0649809416204047,-0.0038445112799923298,0.13380639452080173,815.4405413726467,0.1781716088219588,0.11173059480267608,0.24461262284124152
12.936768944407794,0.02929896978293367,16.07955030530467,0.07911396465404602,6.077872337671327,0.10847933672201543,1.959195779801989,0.005290434893618533,,,,,817.5203908406381,0.07616738264827033,0.004965829497388177,0.1473689357991525,816.5377489822108,0.1824819368869502,0.11836251022198672,0.24660136355191367
12.944092019145698,0.0295154159965957,16.083930795242495,0.07997169240267606,6.08052619325983,0.10929347539261706,2.0132437804305567,0.005333053376901414,29.634416789373063,17.78770904961572,6.533480464915328,13.418120280064624,818.614806597474,0.08843226127456004,0.015500790350774125,0.16136373219834593,817.6349565917748,0.18732132234457935,0.12566447894746657,0.24897816574169213
12.9514150938836,0.02973287864496162,16.08831128518031,0.08083196960741112,6.083180048848336,0.110111420816007,2.067291781059125,0.005375883086809677,,,,,819.7092223543099,0.10154696981265485,0.028010255190483994,0.1750836844348257,818.7321642013388,0.19495824971887696,0.1349007610707878,0.2550157383669661
12.958738168621505,0.02995135739416546,16.092691775118134,0.08169471737308313,6.08583390443684,0.11093316959276746,2.121339781687692,0.005418923764356675,29.010782745554707,17.87719352365852,,,820.8036381111458,0.11513845607206671,0.04200293732781671,0.18827397481631675,819.8293718109029,0.20600611967941412,0.14578488300949702,0.26622735634933126
12.966061243359409,0.030170851862635153,16.09707226505595,0.08255985683870785,6.088487760025345,0.1117587180964542,2.1753877823162604,0.005462175135694138,5.511812436502851,16.367483278525146,,,821.8980538679816,0.12955363504616774,0.056855248727149074,0.2022520213651864,820.9265794204669,0.2199528199443428,0.1572742839527777,0.28263135593590794
12.973384318097313,0.030391361620938643,16.101452754993765,0.0834273092246353,6.09114161561385,0.11258806247239031,2.229435782944828,0.005505636912040478,5.704609864554413,17.553266606974006,,,822.9924696248175,0.14638988051307306,0.07308269049039062,0.2196970705357555,822.0237870300309,0.2358479225444241,0.16877567503536864,0.30292017005347954
12.980707392835217,0.030612886191634305,16.10583324493159,0.08429699587993549,6.093795471202354,0.11342119863647367,2.283483783573396,0.0055493087896102775,10.387781290120984,18.020567049004438,,,824.0868853816535,0.16410969934299166,0.09011653078561252,0.23810286790037083,823.120994639595,0.1084139843150545,0.07770578590473563,0.25154239395128847
12.98803046757312,0.03083542504912554,16.110213734869404,0.08516883832999084,6.096449326790859,0.11425812227399894,2.337531784201964,0.005593190449545065,,,,,825.1813011384893,0.03368766226486755,0.007358309702200878,0.1788999232560916,824.2182022491589,0.11508714134896482,0.06888081196689284,0.2640529656753686
12.995353542311024,0.03105897761951973,16.114594224807227,0.08604275832426611,6.099103182379364,0.11509882883849337,2.3915797848305314,0.00563728155784535,15.795616504426109,18.002470323852723,,,826.2757168953252,0.052173084007558455,0.023030223125862163,0.19012962111417714,825.315409858723,0.12122399380124188,0.07020074570367102,0.27279760436581
13.002676617048929,0.031283543280491335,16.118974714745043,0.08691867788422768,6.101757037967868,0.11594331355056797,2.4456277854590995,0.005681581765303965,29.35707033244921,17.72294610688263,,,827.3701326521611,0.0651596785043295,0.033034862107360216,0.19655658280945026,826.412617468287,0.12537993873297443,0.07096197858680584,0.2780292687313207
13.009999691786831,0.03150912136114948,16.12335520468286,0.08779651935138115,6.1044108935563735,0.11679157139678294,2.4996757860876673,0.005726090707440704,8.880213087804805,18.389247865210727,,,828.4645484089971,0.0727712919180122,0.038693567860369864,0.200868606496675,827.509825077851,0.1259011171052699,0.07002888792068782,0.28045191305354544
13.017322766524735,0.03173571114190976,16.127735694620682,0.08867620543539996,6.107064749144877,0.1176435971285284,2.553723786716235,0.005770808004438304,,,,,829.5589641658329,0.08358878923434207,0.044693244480750585,0.20916386875633375,828.6070326874151,0.12514199453825856,0.06846242788308507,0.28259174667736064
13.02464584126264,0.03196331185437042,16.132116184558498,0.08955765926231303,6.1097186047333825,0.11849938526092083,2.6077717873448027,0.005815733261079752,,,,,830.6533799226688,0.1013427390780233,0.0530773165949187,0.223564258649099,829.704240296979,0.12632936989191812,0.06773497002861034,0.2867667486705442
13.031968916000544,0.03219192268119302,16.13649667449632,0.09044080442272323,6.112372460321888,0.11935893007171436,2.6618197879733705,0.005860866066686976,,,,,831.7477956795047,0.1195892683441006,0.06075395009166179,0.2396004056579536,830.8014479065431,0.13188439102785574,0.06684771695198757,0.2934051670106908
13.039291990738446,0.03242154275598734,16.140877164434137,0.09132556502002531,6.1150263159103915,0.12022222560022863,2.7158677886019387,0.005906205995060904,,,,,832.8422114363406,0.13444194042750476,0.06584272211352962,0.25337565453570704,831.8986555161072,0.14186566317349095,0.06959617032301574,0.3012570775638276
13.04661506547635,0.03265217116320086,16.145257654371953,0.09221186571859394,6.117680171498897,0.12108926564629223,2.7699157892305064,0.005951752604422919,,,,,833.9366271931765,0.144186379470887,0.06744053232690574,0.26225433633012774,832.9958631256711,0.15408776234787255,0.0751041328685123,0.3090402675296526
13.053938140214255,0.032883806938012614,16.149638144309776,0.09309963179191094,6.120334027087401,0.12196004376920255,2.823963789859074,0.005997505437357749,,,,,835.0310429500124,0.14854477446539788,0.06523024331286809,0.26500125154449494,834.0930707352352,0.1647282746954732,0.08120988501436423,0.31551928171916455
