
Steps found by force derivative:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240807-111836 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_3-2r,reverse,Force,1,17.630881077589436,17.546628488309114,17.588754782949273,1326.898750645778,1334.7373808073016,7.838630161523724
20240807-111836 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_3-2r,reverse,Force,2,18.268182641890224,18.142166933462253,18.20517478767624,1334.8356614265351,1342.1330344457992,7.297373019264114

Steps found by distance derivative:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240807-111836 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_3-2r,reverse,Distance,1,17.6828204050668,17.587509357557927,17.635164881312363,1327.2612415927274,1334.9618622908138,7.700620698086368
20240807-111836 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_3-2r,reverse,Distance,2,18.285506358910762,18.142166933462253,18.213836646186508,1334.918546544121,1342.1330344457992,7.21448790167824

Common steps:
filename,orientation,Derivative of,step #,F1,F2,Fc,step start,step end,step length
20240807-111836 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_3-2r,reverse,,0,,,,,,
20240807-111836 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_3-2r,reverse,Distance,1,17.6828204050668,17.587509357557927,17.635164881312363,1327.2612415927274,1334.9618622908138,7.700620698086368
20240807-111836 FD Curve 2024-08-07_HIV-1_extFSE+AGG+ASO3_3-2r,reverse,Distance,2,18.285506358910762,18.142166933462253,18.213836646186508,1334.918546544121,1342.1330344457992,7.21448790167824
