3.909690478531239327e-02,8.241754013267185153e-01
4.003641602646293429e-02,8.241768277194204684e-01
4.098331862715194618e-02,8.241782424190591261e-01
4.193742694193704906e-02,8.241796451958351977e-01
4.289855257095816221e-02,8.241810358252357194e-01
4.386650439944105029e-02,8.241824140880840144e-01
4.484108863806050838e-02,8.241837797705877655e-01
4.582210886416174245e-02,8.241851326643849784e-01
4.680936606383780813e-02,8.241864725665868363e-01
4.780265867486062359e-02,8.241877992798175567e-01
4.880178263046238557e-02,8.241891126122526945e-01
4.980653140396403694e-02,8.241904123776555569e-01
5.081669605424703196e-02,8.241916983954091780e-01
5.183206527206522807e-02,8.241929704905465170e-01
5.285242542719503084e-02,8.241942284937779917e-01
5.387756061642259842e-02,8.241954722415180123e-01
5.490725271236737703e-02,8.241967015759061876e-01
5.594128141314103769e-02,8.241979163448277523e-01
5.697942429284023891e-02,8.241991164019296656e-01
5.802145685287123794e-02,8.242003016066349330e-01
5.906715257410391495e-02,8.242014718241540416e-01
6.011628296985267739e-02,8.242026269254937310e-01
6.116861763968022003e-02,8.242037667874642093e-01
6.222392432401824269e-02,8.242048912926827064e-01
6.328196895959727064e-02,8.242060003295742510e-01
6.434251573567723037e-02,8.242070937923700047e-01
6.540532715107125195e-02,8.242081715811041542e-01
6.647016407195628640e-02,8.242092336016071386e-01
6.753678579046525077e-02,8.242102797654968782e-01
6.860495008405467776e-02,8.242113099901694495e-01
6.967441327563986264e-02,8.242123241987847626e-01
7.074493029448736259e-02,8.242133223202529058e-01
7.181625473785283043e-02,8.242143042892169369e-01
7.288813893335245597e-02,8.242152700460327885e-01
7.396033400205544173e-02,8.242162195367478406e-01
7.503258992228471758e-02,8.242171527130789377e-01
7.610465559411151715e-02,8.242180695323879647e-01
7.717627890452750938e-02,8.242189699576545348e-01
7.824720679327600015e-02,8.242198539574486782e-01
7.931718531932233085e-02,8.242207215059024206e-01
8.038595972794217170e-02,8.242215725826800288e-01
8.145327451840619903e-02,8.242224071729449264e-01
8.251887351224029832e-02,8.242232252673279413e-01
8.358249992203931056e-02,8.242240268618934440e-01
8.464389642081197873e-02,8.242248119581034871e-01
8.570280521183384903e-02,8.242255805627823895e-01
8.675896809898551998e-02,8.242263326880803209e-01
8.781212655755449292e-02,8.242270683514345553e-01
8.886202180548076479e-02,8.242277875755318339e-01
8.990839487502783056e-02,8.242284903882688418e-01
9.095098668486226168e-02,8.242291768227116844e-01
9.198953811252590096e-02,8.242298469170546982e-01
9.302379006728468680e-02,8.242305007145798168e-01
9.405348356333791127e-02,8.242311382636128281e-01
9.507835979337030119e-02,8.242317596174817407e-01
9.609816020242668844e-02,8.242323648344722642e-01
9.711262656208710653e-02,8.242329539777843994e-01
